stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
par_8_10668,10668,CAMINO DE LA GUIJA-URB.ALHAMBRA,Calle   Doctor José María Poveda 17,40.6458473205566,-3.98675680160522,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_10669,10669,CAMINO GUIJA-URB.MIRADOR DE LA SIERRA,Calle  Camino de la Guija 5,40.6456451416016,-3.97970485687256,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_11086,11086,DR.JOSÉ MªPOVEDA-URB.MONTE ALTO,Calle   Doctor José María Poveda 5,40.6419525146484,-3.9892303943634,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12495,12495,AGUEDAS-CIUDAD DEPORTIVA,Calle las Aguedas 2,40.6421165466309,-4.00382661819458,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12510,12510,AGUEDAS-COLONIA VIRGEN DE LOS ENEBROS,Calle   Cerceda 2,40.6422462463379,-3.99707555770874,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12557,12557,AMAPOLAS-URB.LOS VALLES,Urb los Valles 5,40.6397514343262,-4.00855684280396,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12561,12561,PEÑALARA-INSTITUTO,Calle  Peñalara 2,40.6394500732422,-4.00043964385986,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12939,12939,EXTREMADURA-AYUNTAMIENTO,Calle  Extremadura 1,40.6454124450684,-3.99036955833435,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15797,15797,ESTACIÓN DE AUTOBUSES COLLADO VILLALBA,Calle   Rafael Alberti 15,40.6264419555664,-4.00456142425537,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_16387,16387,AGUEDAS-CIUDAD DEPORTIVA,Calle las Aguedas 2,40.6420555114746,-4.00324630737305,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_18113,18113,SAN ANTONIO-PLAYA DE SAMIL,Calle  San Antonio 29,40.6167488098145,-4.011887550354,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_18666,18666,REAL-PZA.ESPAÑA,Calle   Real 55,40.6305847167969,-4.00595951080322,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19265,19265,SUERTES-PICO DE COTOS,Calle las Suertes 35,40.6223564147949,-4.00413370132446,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19267,19267,CTRA.MORALZARZAL-COLEGIO,Ctra   Moralzarzal 25,40.6398658752441,-3.99706387519836,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19268,19268,RINCÓN DE LAS ERAS-URB.LOS VALLES,Calle   Rincón de las Eras 2,40.6382598876953,-4.00684356689453,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19316,19316,REAL-EST.VILLALBA,Calle   Real 2,40.6268653869629,-4.00858783721924,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19317,19317,REAL-EST.VILLALBA,Calle del Sol 1,40.6274566650391,-4.00818252563477,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19320,19320,REAL-EST.VILLALBA,Plaza de la Estación 7,40.6265602111816,-4.00845289230347,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_20330,20330,CTRA ALPEDRETE-TANATORIO,Ctra de Alpedrete 1,40.6521072387695,-4.00675582885742,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_20664,20664,LUMINARIA-AGUEDAS,Calle la Luminaria 1,40.642505645752,-4.00036716461182,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_06389,06389,HONORIO LOZANO-IGLESIA,Calle  Honorio Lozano 75,40.6277885437012,-3.99582004547119,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06390,06390,ALMENDROS-COLEGIO,Calle  Almendros 1,40.6255569458008,-3.9986834526062,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06391,06391,AV.JUAN CARLOS I-PUENTE LOS DELFINES,Avda  Juan Carlos I 23,40.630189128947,-3.99927539870876,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06395,06395,MADROÑOS-AMBULATORIO,Calle los Madroños 5,40.6264839172363,-4.00179529190063,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06396,06396,CAÑADA REAL-COLEGIO,Calle   Cañada Real 14,40.6329193115234,-4.01603364944458,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06397,06397,CAÑADA REAL-PZA.SIERRA,Calle   Cañada Real 1,40.634708404541,-4.01232433319092,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09953,09953,ESCOFINA-C.C.LOS OLIVOS,Calle  Escofina 55,40.6261787414551,-4.01743316650391,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_09954,09954,GABRIEL GªMÁRQUEZ-29 DE OCTUBRE,Calle   Gabriel García Márquez 13,40.623592376709,-4.01304292678833,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_12553,12553,ESCOFINA-CAMINO DEL MOLINO,Calle  Escofina 16,40.629638671875,-4.02022886276245,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_18664,18664,BATALLA DE BAILÉN-BIBLIOTECA MUNICIPAL,Calle   Batalla de Bailén 9,40.6316947937012,-4.00674486160278,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_18665,18665,BATALLA DE BAILÉN-MOLINOS,Calle   Batalla de Bailén 26,40.6334533691406,-4.01036596298218,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19264,19264,CºVENTAS DEL ESCORIAL-MAESTRO ACEVEDO,Cmno   Ventas del Escorial 14 C,40.6314277648926,-4.02044534683228,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19266,19266,HONORIO LOZANO-AV.JUAN CARLOS I,Calle   Honorio Lozano 59,40.6289863586426,-4.00015354156494,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_19272,19272,RAFAEL ALBERTI-RUIZ ALARCÓN,Calle   Rafael Alberti 22,40.6258811950684,-4.00379610061646,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_20294,20294,RUIZ DE ALARCÓN-AV. GALAPAGAR,Calle   Ruiz de Alarcón 2,40.6234359741211,-4.00636053085327,B3,http://www.crtm.es,0,,Europe/Madrid,0
par_8_06405,06405,AV.JUAN CARLOS I-PLANETOCIO,Avda   Juan Carlos I 49,40.6363372802734,-4.01648759841919,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15951,15951,CTRA.MORALZARZAL-LA FRONTERA,Calle la Granjilla 19,40.6419830322266,-3.99604272842407,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_15952,15952,CTRA.M608-CEMENTERIO,Ctra  Moralzarzal 20,40.6462020874023,-3.99472165107727,B3,http://www.crtm.es,0,,Europe/Madrid,2
